subcarrier,mean_amp,std_amp
0,35.429437575845284,4.430042076914085
1,36.13609582769819,4.391658566898847
2,36.960214242758184,4.373250279760907
3,37.60583543883803,4.33746665925448
4,38.24406011314827,4.27816198367552
5,38.764284828458074,4.223234608556705
6,39.19119143312169,4.162867309825859
7,39.58857022043133,4.105055092658098
8,40.08047463417331,4.035154413048265
9,40.458986802716026,3.992884025273999
10,40.75156860281058,3.917197738873813
11,41.03502418983917,3.883121559846154
12,41.244302611403505,3.82369309002722
13,41.30249059491119,3.7861087303396945
14,41.40463621637995,3.7583941807038688
15,41.24431683558906,3.74780012799461
16,41.41950357114346,3.754915455676034
17,41.28314231341443,3.742491403942771
18,41.417578627539676,3.752984881789724
19,41.351067114487726,3.752857370034732
20,41.34912463941631,3.7516589501951083
21,41.2682626715684,3.7526149201617023
22,41.11396925368194,3.7561757582221516
23,41.20617041566994,3.761861922368582
24,41.21746969409647,3.7741325587951375
25,41.111854495644366,3.7662578611200317
26,41.151693445924515,3.7680226611118646
27,41.161150258647574,3.7637780785539903
28,41.0726499398609,3.7507738649247817
29,41.1496551873363,3.744380248699695
30,40.811466911610005,3.743188116257598
31,40.90442910013093,3.754140629907765
32,40.85226340110962,3.7669348228512636
33,40.781202130886804,3.783449911662104
34,40.846910996511454,3.7868052659178963
35,40.71524081283953,3.8085612326765563
36,40.5525399397095,3.8214007395654006
37,40.45312887576939,3.8496592197736987
38,40.34543263843935,3.872976569792086
39,40.200801796863175,3.9025861136253064
40,40.187678492431594,3.9367414490137276
41,39.87264893430661,3.9794862560690984
42,39.90136037251389,4.014232616521409
43,39.88261159058012,4.058744013210034
44,39.75891188926212,4.092937536652288
45,39.582943157349405,4.114521297160575
46,39.48678649678026,4.134600016670137
47,39.54641464941447,4.1488083042844535
48,39.7130497058501,4.194062835591788
49,39.761850085981784,4.223108706886443
50,39.81675125176236,4.273909024477272
51,39.676169281591136,4.326492663416995
52,39.67409866171332,4.387160444348424
53,39.433408086290235,4.449114811782407
54,39.63110535184518,4.487724515650389
55,39.652026427866005,4.5393797340776
56,39.59730458839304,4.595494479879997
57,39.46937594966848,4.78355793583928
58,39.33832892963461,4.8278651077385915
59,39.332778736722155,4.878136666186772
60,39.133767101634916,4.91893792739807
61,39.08935798598316,4.971004763221499
62,39.144211693452924,5.001101371579596
63,39.437729973090796,4.995444523430316
64,39.33980699112716,4.98113357022566
65,39.40325868239638,4.96464461163619
66,39.29787053335963,4.957278820328153
67,39.31813760548939,4.94811768845759
68,39.23052082097972,4.959159932774892
69,39.29826281595555,4.978955909483765
70,39.41955806342304,5.00152220351664
71,39.4639776892331,5.021835132321059
72,39.49787519948807,5.081221772061181
73,39.694616315459626,5.151206483610081
74,39.611279420405324,5.234809605310285
75,39.6406518484162,5.334647037530766
76,39.51424812436498,5.439438200180734
77,39.69481400127108,5.559757421418379
78,39.6733539273822,5.66814439501874
79,40.078607671008896,5.776586524578835
80,40.12155820826913,5.888451970361835
81,40.16127154561268,5.955518439550073
82,40.32656555927257,5.9897373700553755
83,40.33484469387815,5.979624219839672
84,40.82968773265861,5.960283819707755
85,41.02750842012859,5.9508139100602
86,41.20795834193549,5.937640060269884
87,41.47707988879172,5.915811452442536
88,41.75965068379049,5.908903287056479
89,41.885847917456914,5.880890118475048
90,42.084341931258365,5.840474541068375
91,41.97734878392483,5.804591992024155
92,42.34604387079297,5.7458660109722395
93,42.48894113087599,5.695388585973206
94,42.58666766967751,5.671087562315306
95,42.814212208201916,5.636425525095027
96,42.77507586319717,5.628796663629953
97,42.68708028104106,5.638925511398832
98,42.66228652981002,5.665660812172773
99,42.72930071130593,5.668194428241142
100,42.63982368805853,5.688075907817064
101,42.66459679996224,5.727116958699749
102,42.23810110070157,5.788590197035499
103,42.169437569470766,5.86106010613533
104,41.96422441698962,5.932190674119926
105,41.432477375119056,5.991265669393349
106,41.03972047789965,6.024259267241483
107,40.37827199630905,6.036420000270251
108,39.92567926088363,6.028423687805947
109,39.511585592780506,6.03900696172422
110,38.921057382945705,6.05463959212288
111,38.320813942400896,6.0868507862422
112,37.5186684034411,6.114177496241599
113,36.71396174191654,6.170216618017799
