subcarrier,mean_amp,std_amp
0,35.29842069786265,4.698360783012644
1,35.989972350865244,4.645685287317338
2,36.765058459212206,4.6369441270461955
3,37.341384330894954,4.653221640365491
4,38.01864831593554,4.685388317662527
5,38.52504914629925,4.702017389572996
6,38.97903257646615,4.718317140222342
7,39.32925614067081,4.742578101217379
8,39.75794648190502,4.754333688979689
9,40.1222708975954,4.7773750347925406
10,40.39330857899051,4.7873640940120605
11,40.722463971532804,4.783222953377458
12,40.92301624779325,4.736552122158261
13,41.036831721589266,4.703473591112442
14,41.18275489801138,4.660797658388754
15,41.16481245953622,4.594575114979774
16,41.33380855494154,4.507307946798015
17,41.25653531282785,4.388992899809788
18,41.386808062717904,4.303403773902826
19,41.31194392835488,4.233148096240886
20,41.30484203278231,4.203333977211605
21,41.14595097968565,4.2226365439590365
22,40.959267391219264,4.255686318264416
23,40.90841182093285,4.296055446857297
24,40.781344834406525,4.3638693359121
25,40.58386809000912,4.389341333776009
26,40.50068288569826,4.399657558060087
27,40.41013046095946,4.420430123851677
28,40.28467123384326,4.433823514960655
29,40.28578865039414,4.4397363095423446
30,39.973431181100345,4.440224943027182
31,39.98139811973763,4.448740941740962
32,39.888619191558725,4.468721828197012
33,39.74367186517311,4.4815944130085965
34,39.795717435766406,4.493167772487735
35,39.7122623569398,4.539375124085865
36,39.6655644351027,4.596278494125409
37,39.66253789275615,4.718582186686721
38,39.70448794185305,4.828464349002868
39,39.76889378507688,4.849414596604378
40,40.061343051484045,4.800246622023104
41,40.04351765590135,4.777004314608619
42,40.314106114745904,4.7316914524996845
43,40.51858112823737,4.715493467201645
44,40.63291448728337,4.708137725560984
45,40.70334419511405,4.6853646377943505
46,40.79288220333505,4.634402001423725
47,40.96210766203408,4.58236652490288
48,41.30293080077786,4.498771802931681
49,41.43780928975256,4.414695377432331
50,41.58681714223501,4.345195048180536
51,41.624053855137106,4.275415932623486
52,41.7293064565233,4.21500427416143
53,41.662823579912285,4.1758114942829465
54,41.867959162209615,4.138831671596857
55,41.91736495677603,4.117743781341359
56,41.84861803462057,4.11168962993757
57,41.37854104069142,4.307166560685092
58,41.21155177022064,4.351960426978563
59,41.06011487424218,4.395391040343841
60,40.78882733175173,4.461442073598934
61,40.52575534436568,4.532277020002534
62,40.343867765702505,4.579954662295758
63,40.44301844098224,4.595873224210151
64,40.07873845856322,4.595990611491351
65,39.98737833905934,4.581575845560905
66,39.68544962163613,4.590012763778558
67,39.56826761990056,4.609833147690369
68,39.34378921272917,4.641487436465937
69,39.29515022529368,4.652313462960663
70,39.34043006795432,4.6667473789074805
71,39.3330015877242,4.6547535022468685
72,39.36295278276778,4.667492598630723
73,39.55321890136278,4.657421624307585
74,39.545151175200445,4.67744513110103
75,39.60884574205148,4.682707384696944
76,39.54558447987292,4.731770084035032
77,39.675674433959784,4.813042562437889
78,39.65355979681432,4.911527653584827
79,39.97323835373897,5.01551103492251
80,40.03936856367399,5.125902733308577
81,40.06572172893441,5.227147459223368
82,40.20735145245204,5.272274966639547
83,40.29373861262144,5.257030677213168
84,40.77494558791332,5.206027888983679
85,40.99299585539474,5.143815718948105
86,41.22679358564433,5.105031994039433
87,41.487734583353365,5.089351295573675
88,41.80844037068913,5.117004186519782
89,41.91017308922066,5.192772519861989
90,42.0589166524205,5.2793827363703425
91,41.94387630411798,5.39071195212023
92,42.179478603985686,5.504175280112085
93,42.205986256680376,5.611159956967586
94,42.177347921232865,5.705604571772154
95,42.278673984282534,5.75654422516664
96,42.163233591269936,5.80823923695301
97,42.05401794491212,5.846880388893309
98,41.994292012505554,5.867977326759898
99,42.02168765497856,5.8688475899029875
100,41.910505162435186,5.804527057821613
101,42.01884011844275,5.667583240321616
102,41.69035728816913,5.576092300023617
103,41.67318373047422,5.479140555432974
104,41.52295702797928,5.436239070068042
105,41.09439644056927,5.397461547968422
106,40.76786174288374,5.393512058228746
107,40.14580687787302,5.4174890952615495
108,39.68074661545081,5.47008865087455
109,39.29590795152634,5.489637731789688
110,38.722211393584935,5.535121410719744
111,38.12514150736955,5.567885468385997
112,37.427960581617185,5.586837287476764
113,36.72100756069404,5.607408417255219
